,location,total_sqft,bath,price,bhk
4474,Kenchenahalli,1720.0,3.0,100.0,3
4475,Kenchenahalli,1015.0,2.0,60.0,2
4476,Kengeri,600.0,1.0,15.0,1
4500,Kengeri,502.0,1.0,25.0,1
4502,Kengeri,1200.0,3.0,67.0,3
4504,Kengeri,500.0,1.0,17.0,1
4505,Kengeri,540.0,1.0,22.5,1
4513,Kengeri,2540.0,4.0,160.0,4
4520,Kengeri,1150.0,1.0,52.0,1
4524,Kengeri,600.0,1.0,35.0,1
4527,Kengeri,3000.0,5.0,130.0,8
4530,Kengeri,2500.0,4.0,100.0,5
4531,Kengeri,550.0,1.0,16.75,1
4532,Kengeri Satellite Town,890.0,2.0,35.0,2
4533,Kengeri Satellite Town,883.0,2.0,45.0,2
4535,Kengeri Satellite Town,930.0,1.0,30.0,1
4537,Kengeri Satellite Town,1072.0,2.0,25.0,2
4538,Kengeri Satellite Town,1050.0,2.0,43.0,2
4539,Kengeri Satellite Town,1007.0,2.0,42.0,2
4540,Kengeri Satellite Town,1043.0,2.0,65.0,2
4541,Kengeri Satellite Town,635.0,1.0,22.0,2
4542,Kengeri Satellite Town,818.0,2.0,26.0,2
4543,Kengeri Satellite Town,1030.0,2.0,50.0,2
4544,Kengeri Satellite Town,1200.0,2.0,65.0,2
4545,Kengeri Satellite Town,795.0,2.0,32.0,2
4546,Kengeri Satellite Town,1200.0,3.0,110.0,4
4547,Kengeri Satellite Town,800.0,2.0,40.0,2
4548,Kengeri Satellite Town,654.0,1.0,22.0,1
4549,Kengeri Satellite Town,1060.0,2.0,42.0,2
4550,Kengeri Satellite Town,750.0,2.0,33.0,2
4551,Kengeri Satellite Town,920.0,2.0,39.0,2
4552,Kengeri Satellite Town,985.0,2.0,42.0,2
4553,Kengeri Satellite Town,1120.0,2.0,49.0,2
4555,Kengeri Satellite Town,1110.0,2.0,43.0,2
4556,Kengeri Satellite Town,1170.0,2.0,50.0,2
4557,Kengeri Satellite Town,777.4,2.0,25.0,2
4558,Kengeri Satellite Town,1025.0,2.0,28.57,2
4560,Kengeri Satellite Town,800.0,2.0,32.0,2
4561,Kereguddadahalli,950.0,2.0,32.0,2
4563,Kereguddadahalli,904.0,2.0,30.0,2
4565,Kereguddadahalli,1000.0,2.0,30.0,2
4567,Kereguddadahalli,1080.0,2.0,32.0,2
4568,Kereguddadahalli,1000.0,2.0,34.0,2
4569,Kereguddadahalli,1105.0,2.0,27.6,2
4571,Kereguddadahalli,1015.0,2.0,35.0,2
4573,Kodichikkanahalli,995.0,2.0,41.0,2
4574,Kodichikkanahalli,2700.0,7.0,125.0,5
4576,Kodichikkanahalli,1125.0,2.0,52.0,2
4577,Kodichikkanahalli,1150.0,2.0,48.0,2
4578,Kodichikkanahalli,1070.0,2.0,43.0,2
4579,Kodichikkanahalli,1620.0,2.0,85.0,3
4581,Kodichikkanahalli,1025.0,2.0,66.0,2
4582,Kodichikkanahalli,1026.0,2.0,45.0,2
4583,Kodichikkanahalli,2500.0,7.0,125.0,5
4584,Kodichikkanahalli,907.0,2.0,38.5,2
4585,Kodichikkanahalli,1181.0,2.0,57.0,2
4586,Kodichikkanahalli,900.0,2.0,42.0,2
4587,Kodichikkanahalli,1060.0,2.0,34.0,2
4590,Kodichikkanahalli,976.0,2.0,50.0,2
4591,Kodichikkanahalli,2700.0,4.0,125.0,5
4592,Kodichikkanahalli,1299.0,2.0,58.0,2
4593,Kodichikkanahalli,900.0,2.0,35.0,2
4594,Kodigehaali,1166.0,2.0,55.0,2
4596,Kodigehaali,1117.0,2.0,56.0,2
4597,Kodigehaali,1200.0,2.0,55.0,2
4598,Kodigehaali,1200.0,2.0,60.0,2
4599,Kodigehaali,1013.0,2.0,51.0,2
4601,Kodigehaali,965.0,2.0,38.0,2
4602,Kodigehaali,866.0,2.0,32.0,2
4603,Kodigehaali,1442.0,3.0,80.0,3
4604,Kodigehalli,1270.0,2.0,98.0,2
4605,Kodigehalli,655.0,1.0,53.0,1
4606,Kodigehalli,1820.0,3.0,150.0,3
4607,Kodigehalli,635.0,1.0,28.0,2
4608,Kodigehalli,1200.0,4.0,156.0,3
4609,Kodihalli,3252.0,5.0,335.0,4
4610,Kodihalli,2700.0,4.0,270.0,3
4611,Kodihalli,2392.0,4.0,260.0,3
4612,Kodihalli,2408.0,4.0,260.0,3
4613,Kodihalli,2500.0,4.0,260.0,3
4614,Kodihalli,1620.0,3.0,130.0,3
4615,Kodihalli,3260.0,5.0,388.0,4
4616,Kodihalli,3197.0,5.0,335.0,4
4617,Kodihalli,1490.0,2.0,150.0,2
4620,Kogilu,1170.0,2.0,51.99,2
4621,Kogilu,650.0,2.0,28.0,2
4622,Kogilu,1140.0,2.0,50.66,2
4623,Kogilu,1200.0,2.0,53.33,2
4624,Kogilu,1934.0,3.0,150.0,3
4625,Kogilu,540.0,1.0,36.0,1
4626,Kogilu,1559.0,3.0,127.0,3
4627,Kogilu,1190.0,2.0,50.66,2
4628,Kogilu,1140.0,2.0,50.66,2
4629,Kogilu,1559.0,3.0,120.0,3
4630,Kogilu,700.0,1.0,30.84,1
4631,Kogilu,1250.0,2.0,55.55,2
4632,Kogilu,1200.0,2.0,53.33,2
4633,Kogilu,952.0,2.0,49.0,2
4634,Kogilu,700.0,1.0,30.84,1
4635,Kogilu,1250.0,2.0,55.55,2
4636,Kogilu,2456.0,7.0,85.0,7
4637,Kogilu,1140.0,2.0,50.66,2
4638,Kogilu,1140.0,2.0,50.66,2
4639,Konanakunte,2791.0,3.0,223.0,3
4640,Konanakunte,884.0,1.0,58.0,2
4641,Konanakunte,1637.0,3.0,73.0,3
4642,Konanakunte,1400.0,2.0,73.0,3
4644,Konanakunte,2779.0,3.0,317.0,3
4646,Konanakunte,1200.0,2.0,130.0,4
4647,Konanakunte,2400.0,2.0,180.0,3
4648,Konanakunte,1423.0,2.0,85.0,3
4650,Koramangala,1320.0,2.0,165.0,2
4651,Koramangala,1253.0,2.0,102.0,2
4652,Koramangala,1580.0,3.0,160.0,3
4654,Koramangala,1120.0,2.0,65.0,2
4655,Koramangala,1005.0,1.0,110.0,2
4656,Koramangala,2292.0,4.0,275.0,3
4657,Koramangala,1835.0,2.0,155.0,3
4658,Koramangala,1290.0,2.0,100.0,2
4659,Koramangala,1300.0,2.0,110.0,2
4661,Koramangala,2200.0,3.0,180.0,3
4662,Koramangala,1325.0,2.0,119.0,2
4663,Koramangala,1140.0,2.0,75.2,2
4664,Koramangala,1260.0,2.0,100.0,2
4665,Koramangala,1975.0,3.0,210.0,3
4666,Koramangala,1900.0,2.0,200.0,2
4668,Koramangala,2292.0,3.0,286.0,3
4669,Koramangala,2300.0,3.0,290.0,3
4672,Koramangala,2503.0,6.0,325.0,4
4673,Koramangala,1900.0,3.0,150.0,3
4674,Koramangala,1320.0,2.0,150.0,2
4675,Koramangala,1320.0,2.0,110.0,2
4676,Koramangala,2461.0,6.0,353.0,4
4678,Koramangala,2246.0,3.0,300.0,3
4679,Koramangala,1300.0,2.0,82.0,2
4681,Koramangala,1500.0,3.0,135.0,3
4682,Koramangala,1083.0,2.0,100.0,2
4683,Koramangala,1744.0,3.0,200.0,3
4685,Koramangala,1180.0,2.0,128.0,2
4686,Koramangala,1320.0,2.0,160.0,2
4687,Koramangala,1370.0,2.0,125.0,2
4688,Koramangala,1100.0,2.0,85.0,2
4689,Koramangala,1161.0,2.0,63.85,2
4690,Koramangala,1249.0,2.0,165.0,2
4691,Koramangala,1084.0,2.0,179.0,2
4692,Koramangala,1200.0,2.0,100.0,2
4695,Koramangala,1130.0,2.0,63.0,2
4696,Koramangala,2223.0,3.0,300.0,3
4697,Koramangala,1744.0,4.0,210.0,3
4698,Koramangala,1410.0,2.0,280.0,4
4699,Koramangala,1866.0,4.0,245.0,3
4701,Koramangala,1320.0,2.0,160.0,2
4702,Koramangala,1350.0,2.0,103.0,2
4704,Koramangala,1320.0,2.0,160.0,2
4705,Koramangala,1710.0,3.0,210.0,3
4706,Koramangala,1700.0,3.0,250.0,3
4707,Koramangala,1355.0,2.0,95.0,2
4708,Koramangala,1600.0,3.0,170.0,3
4709,Koramangala,1260.0,2.0,100.0,2
4710,Koramangala,1910.0,4.0,150.0,3
4711,Koramangala,1605.0,3.0,260.0,3
4712,Koramangala,1600.0,2.0,140.0,3
4713,Kothannur,1206.0,2.0,48.23,2
4714,Kothannur,1853.0,3.0,82.0,3
4716,Kothannur,1100.0,2.0,40.0,2
4717,Kothannur,1300.0,2.0,60.0,3
4718,Kothannur,1197.0,2.0,47.88,2
4719,Kothannur,1197.0,2.0,47.8,2
4720,Kothannur,1070.0,2.0,42.79,2
4725,Kothannur,1070.0,2.0,38.6,2
4728,Kothannur,1085.0,2.0,34.2,2
4730,Kothanur,1200.0,2.0,51.0,2
4731,Kothanur,2400.0,2.0,150.0,3
4732,Kothanur,1828.0,3.0,110.0,3
4733,Kothanur,1186.0,2.0,58.0,2
4735,Kothanur,1847.0,3.0,105.0,3
4739,Kothanur,1187.0,2.0,58.0,2
4740,Kothanur,1847.0,3.0,110.0,3
4742,Kothanur,1760.0,3.0,150.0,3
4743,Kothanur,4000.0,6.0,150.0,6
4744,Kothanur,1185.0,2.0,59.0,2
4747,Kothanur,1790.0,3.0,105.0,3
4749,Kothanur,1070.0,2.0,45.5,2
4751,Kothanur,1145.0,2.0,56.0,2
4752,Kothanur,1455.0,2.0,69.0,2
4753,Kothanur,627.0,1.0,30.0,1
4754,Kothanur,1302.0,2.0,68.5,2
4755,Kothanur,1760.0,3.0,111.0,3
4756,Kothanur,1185.0,2.0,58.0,2
4757,Kothanur,1500.0,1.0,75.0,1
4758,Kothanur,1075.0,2.0,53.0,2
4759,Kothanur,1790.0,3.0,97.0,3
4760,Kothanur,2700.0,4.0,175.0,4
4761,Kothanur,1786.0,2.0,106.0,3
4762,Kothanur,1787.0,3.0,107.0,3
4763,Kothanur,1141.0,2.0,54.0,2
4764,Kothanur,1760.0,3.0,110.0,3
4766,Kothanur,1160.0,2.0,57.0,2
4767,Kothanur,1095.0,2.0,55.0,2
4768,Kothanur,1142.0,2.0,56.0,2
4769,Kothanur,1074.0,2.0,54.0,2
4770,Kothanur,1285.0,2.0,60.0,2
4771,Kothanur,1075.0,2.0,53.0,2
4772,Kothanur,1140.0,2.0,56.0,2
4773,Kothanur,1400.0,2.0,70.0,2
4776,Kothanur,1140.0,2.0,56.0,2
4777,Kothanur,1787.0,3.0,120.0,3
4778,Kothanur,1185.0,2.0,59.0,2
4780,Kothanur,1790.0,3.0,105.0,3
4781,Kothanur,1130.0,2.0,55.0,2
4782,Kothanur,1600.0,5.0,130.0,4
4783,Kothanur,1094.0,2.0,54.0,2
4784,Kothanur,1170.0,3.0,80.0,3
4785,Kothanur,1400.0,2.0,65.0,2
4786,Kothanur,1195.0,2.0,59.0,2
4787,Kothanur,1790.0,3.0,120.0,3
4789,Kudlu,1152.0,2.0,53.5,2
4790,Kudlu,1027.0,2.0,43.0,2
4791,Kudlu,1092.0,2.0,44.0,2
4792,Kudlu,1027.0,2.0,43.0,2
4793,Kudlu,1092.0,2.0,44.0,2
4794,Kudlu,1143.0,2.0,55.0,2
4795,Kudlu,1024.0,2.0,44.0,2
4796,Kudlu,1600.0,3.0,79.0,3
4797,Kudlu,1027.0,2.0,42.0,2
4798,Kudlu,1076.0,2.0,50.0,2
4799,Kudlu,1293.0,2.0,80.0,3
4800,Kudlu,1027.0,2.0,44.0,2
4801,Kudlu,1084.0,2.0,53.0,2
4802,Kudlu,1300.0,2.0,56.0,2
4803,Kudlu,1027.0,2.0,44.0,2
4805,Kudlu,1027.0,2.0,44.0,2
4806,Kudlu,1110.0,2.0,46.0,2
4807,Kudlu,1027.0,2.0,44.0,2
4808,Kudlu,1027.0,2.0,44.0,2
4809,Kudlu,1162.0,2.0,52.0,2
4810,Kudlu,1041.0,2.0,53.0,2
4811,Kudlu Gate,1535.0,3.0,83.0,3
4812,Kudlu Gate,1535.0,3.0,85.0,3
4814,Kudlu Gate,1535.0,3.0,86.0,3
4815,Kudlu Gate,1564.0,2.0,92.0,3
4817,Kudlu Gate,1238.0,2.0,55.0,2
4818,Kudlu Gate,1335.0,3.0,89.0,3
4819,Kudlu Gate,703.0,1.0,52.0,1
4820,Kudlu Gate,1535.0,3.0,86.0,3
4821,Kudlu Gate,1532.0,3.0,83.0,3
4822,Kudlu Gate,1113.0,2.0,50.0,2
4824,Kudlu Gate,1185.0,2.0,50.0,2
4828,Kudlu Gate,1215.0,2.0,45.0,2
4829,Kudlu Gate,812.0,2.0,38.25,2
4830,Kudlu Gate,1547.0,2.0,103.0,2
4831,Kudlu Gate,1336.0,2.0,86.0,2
4832,Kudlu Gate,1919.0,3.0,121.0,3
4833,Kudlu Gate,1464.0,3.0,56.0,2
4834,Kudlu Gate,1535.0,3.0,85.0,3
4835,Kudlu Gate,1850.0,3.0,120.0,3
4836,Kudlu Gate,940.0,2.0,69.57,2
4837,Kudlu Gate,1215.0,2.0,44.96,2
4838,Kudlu Gate,1164.0,2.0,75.0,2
4839,Kudlu Gate,1183.0,2.0,79.54,2
4840,Kudlu Gate,1850.0,3.0,110.0,3
4842,Kudlu Gate,1183.0,2.0,79.54,2
4843,Kudlu Gate,1200.0,2.0,44.4,2
4845,Kudlu Gate,1310.0,2.0,53.0,2
4846,Kumaraswami Layout,2000.0,4.0,139.0,4
4847,Kumaraswami Layout,1000.0,2.0,48.5,2
4848,Kumaraswami Layout,1000.0,2.0,58.0,2
4849,Kumaraswami Layout,1000.0,2.0,36.0,2
4850,Kumaraswami Layout,2400.0,7.0,125.0,7
4851,Kumaraswami Layout,800.0,1.0,90.0,2
4854,Kumaraswami Layout,850.0,1.0,78.0,1
4855,Kumaraswami Layout,3200.0,7.0,150.0,7
4857,Kumaraswami Layout,2450.0,3.0,110.0,4
4858,Kumaraswami Layout,600.0,2.0,72.0,2
4859,Kumaraswami Layout,3100.0,7.0,145.0,7
4861,Kumaraswami Layout,1081.0,2.0,60.0,2
4862,Kundalahalli,1724.0,3.0,125.0,3
4863,Kundalahalli,1030.0,2.0,49.0,2
4864,Kundalahalli,735.0,2.0,57.99,2
4865,Kundalahalli,1047.0,2.0,82.0,2
4866,Kundalahalli,1397.0,3.0,105.0,3
4867,Kundalahalli,1291.0,2.0,49.0,2
4868,Kundalahalli,1724.0,3.0,127.0,3
4869,Kundalahalli,1010.0,2.0,49.27,2
4870,Kundalahalli,1397.0,3.0,110.0,3
4871,Kundalahalli,1397.0,3.0,104.0,3
4872,Kundalahalli,1397.0,3.0,108.0,3
4873,Kundalahalli,1920.0,3.0,150.0,3
4874,Kundalahalli,1397.0,3.0,105.0,3
4876,Kundalahalli,1724.0,3.0,124.0,3
4877,Kundalahalli,1047.0,2.0,84.0,2
4878,Kundalahalli,1047.0,2.0,83.0,2
4880,Kundalahalli,1120.0,2.0,53.76,2
4881,Kundalahalli,1047.0,2.0,82.62,2
4882,Kundalahalli,1047.0,2.0,91.0,2
4883,Kundalahalli,1724.0,3.0,146.0,3
4884,Kundalahalli,1600.0,3.0,170.0,3
4886,Kundalahalli,1724.0,3.0,125.0,3
4887,Kundalahalli,1010.0,2.0,48.27,2
4888,Kundalahalli,1047.0,2.0,89.0,2
4889,Kundalahalli,2500.0,5.0,245.0,4
4890,Kundalahalli,1397.0,3.0,105.0,3
4891,Kundalahalli,1800.0,3.0,110.0,3
4892,Kundalahalli,1047.0,2.0,72.0,2
4893,Kundalahalli,1260.0,2.0,58.0,2
4894,Kundalahalli,3092.0,4.0,230.0,4
4895,Kundalahalli,1065.0,2.0,70.0,2
4896,Kundalahalli,1724.0,3.0,146.0,3
4898,Kundalahalli,1047.0,2.0,91.0,2
4899,Kundalahalli,1724.0,3.0,128.0,3
4900,Kundalahalli,1500.0,4.0,235.0,4
4901,Kundalahalli,1315.0,2.0,74.0,2
4902,Kundalahalli,2100.0,3.0,150.0,3
4903,Kundalahalli,1724.0,3.0,125.0,3
4904,Kundalahalli,1724.0,3.0,140.0,3
4905,Kundalahalli,1175.0,2.0,65.0,2
4907,LB Shastri Nagar,1043.0,2.0,55.0,2
4908,LB Shastri Nagar,1184.0,2.0,69.0,2
4909,LB Shastri Nagar,665.0,1.0,32.0,1
4910,LB Shastri Nagar,1250.0,2.0,48.5,2
4911,LB Shastri Nagar,1400.0,2.0,80.0,3
4912,LB Shastri Nagar,1184.0,2.0,62.0,2
4913,LB Shastri Nagar,1200.0,2.0,47.0,2
4914,LB Shastri Nagar,1200.0,2.0,75.0,2
4915,LB Shastri Nagar,1000.0,2.0,49.5,2
4916,Laggere,2800.0,5.0,125.0,5
4917,Laggere,1200.0,3.0,130.0,3
4918,Laggere,1200.0,1.0,125.0,1
4919,Laggere,1200.0,2.0,75.0,2
4920,Laggere,620.0,2.0,48.0,1
4921,Lakshminarayana Pura,1185.0,2.0,75.0,2
4922,Lakshminarayana Pura,1600.0,2.0,108.0,3
4923,Lakshminarayana Pura,1180.0,2.0,75.0,2
4924,Lakshminarayana Pura,1172.0,2.0,82.0,2
4925,Lakshminarayana Pura,1179.0,2.0,75.0,2
4926,Lakshminarayana Pura,1149.0,2.0,75.0,2
4927,Lakshminarayana Pura,1336.0,2.0,100.0,2
4928,Lakshminarayana Pura,1175.0,2.0,75.0,2
4929,Lakshminarayana Pura,1190.0,2.0,75.0,2
4930,Lakshminarayana Pura,1200.0,2.0,75.0,2
4931,Lakshminarayana Pura,1200.0,2.0,75.0,2
4932,Lakshminarayana Pura,1165.0,2.0,75.0,2
4933,Lakshminarayana Pura,1145.0,2.0,75.0,2
4934,Lakshminarayana Pura,1500.0,3.0,104.0,3
4935,Lakshminarayana Pura,1210.0,2.0,75.0,2
4936,Lakshminarayana Pura,1169.0,2.0,75.0,2
4937,Lakshminarayana Pura,1200.0,2.0,75.0,2
4938,Lakshminarayana Pura,1172.0,2.0,75.0,2
4939,Lakshminarayana Pura,1172.0,2.0,75.0,2
4940,Lakshminarayana Pura,1180.0,2.0,75.0,2
4941,Lakshminarayana Pura,1200.0,2.0,83.0,2
4942,Lakshminarayana Pura,1200.0,2.0,80.0,2
4943,Lakshminarayana Pura,1195.0,2.0,75.0,2
4944,Lakshminarayana Pura,1200.0,2.0,80.0,2
4945,Lingadheeranahalli,1521.0,3.0,95.0,3
4946,Lingadheeranahalli,1511.0,3.0,95.0,3
4947,Lingadheeranahalli,1683.0,3.0,109.0,3
4948,Lingadheeranahalli,1519.0,3.0,93.0,3
4949,Lingadheeranahalli,1521.0,3.0,94.99,3
4950,Lingadheeranahalli,1687.0,3.0,127.0,3
4951,Lingadheeranahalli,1682.0,3.0,120.0,3
4952,Lingadheeranahalli,1521.0,3.0,94.71,3
4953,Lingadheeranahalli,1893.0,3.0,130.0,3
4954,Lingadheeranahalli,1705.0,3.0,110.0,3
4955,Lingadheeranahalli,1682.0,3.0,113.0,3
4956,Lingadheeranahalli,1682.0,3.0,114.0,3
4957,Lingadheeranahalli,1506.0,3.0,95.0,3
4958,Lingadheeranahalli,1683.0,3.0,110.0,3
4959,Lingadheeranahalli,1684.0,3.0,120.0,3
4960,Lingadheeranahalli,1894.0,4.0,114.0,3
4961,Magadi Road,3600.0,6.0,141.0,6
4962,Magadi Road,1116.0,2.0,50.0,2
4964,Magadi Road,884.0,2.0,41.1,2
4965,Magadi Road,1005.0,2.0,55.78,2
4966,Magadi Road,1500.0,2.0,93.0,4
4967,Magadi Road,1350.0,1.0,100.0,2
4969,Magadi Road,1345.0,2.0,55.0,2
4970,Magadi Road,1200.0,4.0,130.0,4
4971,Magadi Road,600.0,1.0,22.0,2
4973,Magadi Road,1116.0,2.0,51.89,2
4975,Magadi Road,1200.0,3.0,98.0,3
4976,Magadi Road,750.0,2.0,27.0,2
4977,Magadi Road,940.0,2.0,50.0,2
4979,Magadi Road,884.0,2.0,48.0,2
4980,Mahadevpura,1451.0,2.0,90.0,2
4981,Mahadevpura,1225.0,2.0,48.0,2
4983,Mahadevpura,1150.0,2.0,52.0,2
4984,Mahadevpura,1250.0,2.0,52.0,2
4985,Mahadevpura,1192.0,2.0,75.0,2
4986,Mahadevpura,1260.0,2.0,57.6,2
4987,Mahadevpura,730.0,1.0,35.0,1
4988,Mahadevpura,1058.0,2.0,85.0,2
4989,Mahadevpura,1475.0,2.0,55.0,2
4991,Mahadevpura,1146.0,2.0,53.8,2
4992,Mahadevpura,1532.0,2.0,62.0,2
4994,Mahadevpura,1136.0,2.0,64.5,2
4996,Mahadevpura,1438.0,2.0,89.0,2
4997,Mahadevpura,1137.0,2.0,53.4,2
4998,Mahadevpura,1601.0,3.0,95.0,3
4999,Mahadevpura,1450.0,3.0,75.0,3
5000,Mahadevpura,1152.0,2.0,54.0,2
5001,Mahadevpura,1212.0,2.0,56.9,2
5003,Mahadevpura,1505.0,3.0,78.0,3
5005,Mahadevpura,1236.0,2.0,58.0,2
5006,Mahadevpura,1236.0,2.0,58.0,2
5007,Mahadevpura,1120.0,2.0,53.0,2
5008,Mahadevpura,1050.0,2.0,42.0,2
5009,Mahalakshmi Layout,1575.0,5.0,158.0,4
5010,Mahalakshmi Layout,1105.0,2.0,80.0,2
5011,Mahalakshmi Layout,1200.0,3.0,160.0,4
5012,Mahalakshmi Layout,1080.0,2.0,67.0,2
5013,Mahalakshmi Layout,1200.0,2.0,110.0,3
5014,Mahalakshmi Layout,1876.0,3.0,150.0,3
5015,Mallasandra,1665.0,3.0,95.0,3
5016,Mallasandra,1665.0,3.0,86.58,3
5017,Mallasandra,1340.0,2.0,61.0,2
5018,Mallasandra,1325.0,2.0,70.0,2
5019,Mallasandra,1665.0,3.0,86.91,3
5020,Mallasandra,1325.0,2.0,70.0,2
5021,Mallasandra,905.0,2.0,40.0,2
5022,Mallasandra,1325.0,2.0,65.0,2
5023,Mallasandra,1325.0,2.0,73.0,2
5024,Mallasandra,1565.0,2.0,69.0,2
5025,Mallasandra,905.0,2.0,35.0,2
5027,Mallasandra,1100.0,2.0,76.3,3
5028,Malleshpalya,1140.0,2.0,46.5,2
5029,Malleshpalya,1225.0,2.0,46.86,2
5031,Malleshpalya,1052.0,2.0,50.0,2
5032,Malleshpalya,1405.0,2.0,77.0,3
5033,Malleshpalya,1065.0,2.0,50.0,2
5034,Malleshpalya,1210.0,2.0,55.0,2
5036,Malleshpalya,1060.0,2.0,40.0,2
5037,Malleshpalya,1430.0,2.0,69.5,3
5038,Malleshpalya,1421.0,2.0,90.0,2
5039,Malleshpalya,1245.0,2.0,55.0,2
5040,Malleshpalya,1200.0,2.0,46.0,2
5041,Malleshpalya,1225.0,2.0,52.0,2
5042,Malleshwaram,1100.0,2.0,75.0,2
5043,Malleshwaram,705.0,1.0,67.0,1
5044,Malleshwaram,2500.0,5.0,325.0,4
5045,Malleshwaram,2006.0,3.0,297.0,3
5046,Malleshwaram,686.0,1.0,62.5,1
5047,Malleshwaram,2475.0,4.0,332.0,3
5048,Malleshwaram,2610.0,3.0,399.0,3
5049,Malleshwaram,2475.0,4.0,320.0,3
5050,Malleshwaram,900.0,2.0,95.0,2
5051,Malleshwaram,1420.0,2.0,158.0,2
5052,Malleshwaram,2000.0,3.0,250.0,3
5053,Malleshwaram,1124.0,3.0,80.0,2
5054,Malleshwaram,2215.0,3.0,275.0,3
5055,Malleshwaram,1600.0,3.0,160.0,3
5056,Malleshwaram,2475.0,4.0,300.0,3
5057,Malleshwaram,2600.0,3.0,237.0,3
5058,Malleshwaram,2215.0,4.0,310.0,3
5059,Malleshwaram,2425.0,7.0,140.0,7
5060,Malleshwaram,480.0,1.0,60.0,1
5061,Malleshwaram,1290.0,2.0,120.0,2
5062,Malleshwaram,2475.0,4.0,326.0,3
5063,Malleshwaram,3000.0,5.0,815.0,4
5065,Malleshwaram,2476.0,3.0,337.0,3
5066,Malleshwaram,900.0,2.0,90.0,2
5067,Malleshwaram,2250.0,3.0,200.0,3
5068,Malleshwaram,2050.0,4.0,270.0,3
5069,Malleshwaram,900.0,2.0,72.0,2
5070,Malleshwaram,620.0,1.0,86.8,1
5071,Malleshwaram,600.0,1.0,68.0,2
5072,Malleshwaram,2475.0,4.0,337.0,3
5073,Malleshwaram,2215.0,3.0,275.0,3
5074,Malleshwaram,2215.0,3.0,330.0,3
5076,Malleshwaram,1020.0,2.0,80.0,2
5077,Malleshwaram,600.0,1.0,90.0,2
5078,Malleshwaram,2200.0,3.0,275.0,3
5079,Malleshwaram,2475.0,4.0,326.0,3
5080,Malleshwaram,1500.0,2.0,140.0,2
5081,Malleshwaram,2475.0,4.0,340.0,3
5082,Malleshwaram,1400.0,2.0,190.0,2
5083,Malleshwaram,2475.0,4.0,300.0,3
5084,Malleshwaram,2400.0,3.0,380.0,3
5085,Malleshwaram,580.0,1.0,45.0,1
5086,Malleshwaram,1410.0,2.0,125.0,2
5087,Malleshwaram,2610.0,4.0,306.0,4
5089,Marathahalli,1220.0,2.0,57.0,2
5090,Marathahalli,1200.0,2.0,52.0,2
5091,Marathahalli,1200.0,2.0,60.0,2
5092,Marathahalli,1200.0,2.0,128.0,2
5093,Marathahalli,1933.0,3.0,140.0,3
5094,Marathahalli,950.0,2.0,46.96,2
5095,Marathahalli,1230.0,2.0,80.0,2
5096,Marathahalli,1019.0,2.0,49.85,2
5097,Marathahalli,1215.0,2.0,67.0,2
5098,Marathahalli,2181.0,3.0,152.0,4
5100,Marathahalli,1170.0,2.0,53.0,2
5101,Marathahalli,1019.0,2.0,49.86,2
5102,Marathahalli,1325.0,2.0,71.55,2
5103,Marathahalli,1220.0,2.0,56.5,2
5105,Marathahalli,1937.0,3.0,160.0,3
5106,Marathahalli,1152.0,2.0,56.0,2
5107,Marathahalli,1610.0,3.0,90.0,3
5108,Marathahalli,1146.0,2.0,70.0,2
5109,Marathahalli,1469.0,3.0,89.0,3
5112,Marathahalli,1840.0,3.0,98.0,3
5114,Marathahalli,2519.0,5.0,185.0,4
5116,Marathahalli,957.0,2.0,46.9,2
5117,Marathahalli,1583.0,3.0,105.0,3
5118,Marathahalli,2524.0,5.0,190.0,4
5121,Marathahalli,1071.0,2.0,52.25,2
5122,Marathahalli,1215.0,2.0,58.86,2
5123,Marathahalli,1102.0,2.0,53.67,2
5124,Marathahalli,1900.0,3.0,123.0,3
5125,Marathahalli,1045.0,2.0,60.0,2
5127,Marathahalli,1215.0,2.0,58.86,2
5128,Marathahalli,1365.0,2.0,73.0,2
5130,Marathahalli,1208.0,2.0,70.0,2
5131,Marathahalli,1730.0,3.0,139.0,3
5132,Marathahalli,1325.0,1.0,92.0,2
5133,Marathahalli,1525.0,3.0,90.0,3
5134,Marathahalli,1937.0,3.0,140.0,3
5136,Marathahalli,1350.0,2.0,86.0,2
5137,Marathahalli,957.0,2.0,47.0,2
5138,Marathahalli,1230.0,2.0,57.0,2
5139,Marathahalli,1200.0,2.0,58.0,2
5141,Marathahalli,607.0,1.0,35.0,1
5142,Marathahalli,1583.0,3.0,109.0,3
5143,Marathahalli,1075.0,2.0,52.43,2
5144,Marathahalli,1360.0,2.0,103.0,2
5145,Marathahalli,1220.0,2.0,58.5,2
5146,Marathahalli,950.0,2.0,45.68,2
5147,Marathahalli,615.0,1.0,44.0,1
5148,Marathahalli,1595.0,3.0,90.0,3
5149,Marathahalli,1350.0,2.0,89.0,2
5150,Marathahalli,1020.0,2.0,57.0,2
5152,Marathahalli,1600.0,3.0,88.0,2
5153,Marathahalli,780.0,1.0,55.0,1
5154,Marathahalli,1710.0,3.0,100.0,3
5156,Marathahalli,1358.0,2.0,81.0,2
5157,Marathahalli,1290.0,2.0,52.0,2
5158,Marathahalli,1205.0,2.0,75.0,2
5159,Marathahalli,1730.0,3.0,110.0,3
5160,Marathahalli,1583.0,3.0,115.0,3
5162,Marathahalli,1200.0,2.0,67.0,2
